unidade,categoria,ano_mes,faturamento_categoria,percentual_perda,valor_perda,meta_percentual
U015,Bebidas,2024-09,280353.21,0.95,2663.36,2.0
U015,Bebidas,2024-10,243414.5,0.75,1825.61,2.0
U015,Bebidas,2024-11,263545.73,0.7,1844.82,2.0
U015,Bebidas,2024-12,245415.19,0.82,2012.4,2.0
U015,Bebidas,2025-01,246861.28,0.77,1900.83,2.0
U015,Bebidas,2025-02,239934.32,0.73,1751.52,2.0
U015,Bebidas,2025-03,252355.4,0.74,1867.43,2.0
U015,Bebidas,2025-04,225627.32,0.52,1173.26,2.0
U015,Bebidas,2025-05,285278.51,0.6,1711.67,2.0
U015,Bebidas,2025-06,230557.63,0.55,1268.07,2.0
U015,Congelados,2023-06,273870.78,3.33,9119.9,2.0
U015,Congelados,2023-07,247931.1,2.58,6396.62,2.0
U015,Congelados,2023-08,218850.88,2.98,6521.76,2.0
U015,Congelados,2023-09,245851.5,2.38,5851.27,2.0
U015,Congelados,2023-10,295432.9,2.98,8803.9,2.0
U015,Congelados,2023-11,288686.07,2.45,7072.81,2.0
U015,Congelados,2023-12,285308.52,2.73,7788.92,2.0
U015,Congelados,2024-01,293349.81,2.5,7333.75,2.0
U015,Congelados,2024-02,291690.48,2.45,7146.42,2.0
U015,Congelados,2024-03,233732.96,2.31,5399.23,2.0
U015,Congelados,2024-04,255828.83,2.2,5628.23,2.0
U015,Congelados,2024-05,247399.74,2.0,4947.99,2.0
U015,Congelados,2024-06,263934.82,2.03,5357.88,2.0
U015,Congelados,2024-07,239972.18,1.78,4271.5,2.0
U015,Congelados,2024-08,257442.93,1.86,4788.44,2.0
U015,Congelados,2024-09,269806.42,1.74,4694.63,2.0
U015,Congelados,2024-10,259598.15,1.54,3997.81,2.0
U015,Congelados,2024-11,277975.25,1.51,4197.43,2.0
U015,Congelados,2024-12,278822.2,1.63,4544.8,2.0
U015,Congelados,2025-01,237777.11,1.46,3471.55,2.0
U015,Congelados,2025-02,257978.26,1.55,3998.66,2.0
U015,Congelados,2025-03,240973.47,1.25,3012.17,2.0
U015,Congelados,2025-04,273240.78,1.18,3224.24,2.0
U015,Congelados,2025-05,255798.7,1.24,3171.9,2.0
U015,Congelados,2025-06,234996.5,1.12,2631.96,2.0
